fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,June,31,UTTAR PRADESH,3181,AMETHI,966709,146.273024476866,29,95,1950.120911717,1996,1,19728,2672115,765587,70996,8489,748,6.268,5864.972339717,91963,117598,155758,256875,155,275601,411916,21724,3908.583428,915808,49,72.1,78.85,104.83,NA
2020-2021,May,31,UTTAR PRADESH,3111,RAMPUR,430119,138.359595848719,11,79,1608.83311271,553,41,7677,583049,128784,34960,1183,203,1.568,2417.10535271,52099,56146,112618,150842,0,196775,251924,8230,806.70424,98724,24,71.82,78.07,99.91,NA
2020-2021,May,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,120946,143.219739142792,14,12,268.846301326,752,4,2701,161851,48903,12703,400,86,0.336,500.984881326,10975,11437,33628,40317,0,93328,113479,3453,231.80258,36193,14,67.83,91.07,100.58,NA
2020-2021,May,31,UTTAR PRADESH,3119,MATHURA,265622,101.958481985284,17,51,737.761196469,192,90,14945,736620,252306,49588,1958,449,1.568,1490.375766469,42458,55442,88774,146631,0,167793,268101,15137,751.04657,245757,15,84.96,86.86,99.81,NA
2020-2021,May,31,UTTAR PRADESH,3124,BUDAUN,784746,97.5983663775955,12,299,689.206935084997,621,109,16341,819406,166804,48459,707,145,17.844,1506.777805085,64072,68042,160673,218844,0,290930,378980,16962,799.72687,134644,27,91.51,92.1,100.93,NA
2020-2021,May,31,UTTAR PRADESH,3125,BAREILLY,631897,120.079642948842,11,382,799.912478511,1421,38,16605,1277464,293801,71782,456,188,4.032,2337.918688511,113235,129692,193988,307169,3,309812,449304,18026,1533.97421,207633,29,86.4,91.67,101.72,NA
2020-2021,May,31,UTTAR PRADESH,3128,KHERI,1097411,132.723987244218,18,463,1507.393909713,2729,1,24577,2805316,992255,184242,32964,8190,1.12,5231.841159713,151397,177369,317032,506289,11,601023,855719,27306,3723.32725,635666,49,88.21,91.97,99.97,NA
2020-2021,May,31,UTTAR PRADESH,3135,ETAWAH,331177,118.164937614363,14,51,802.359246733999,872,5,12573,615366,245370,58708,1214,215,3.248,1532.754096734,43526,47227,107968,151570,0,182876,239511,13445,727.14685,115972,33,65.66,73.92,99.84,NA
2020-2021,May,31,UTTAR PRADESH,3137,KANPUR NAGAR,255242,107.560129122794,11,73,249.138116851,247,37,7097,325659,135904,55016,5375,2369,2.78835,602.205707751,27577,31504,73809,134230,0,215018,324926,7344,350.2792409,63903,25,66.65,82.55,100.81,NA
2020-2021,May,31,UTTAR PRADESH,3142,BANDA,828757,87.9994793038662,18,20,2044.749599802,1158,1,13468,975617,269637,90754,423,214,0.112,2903.399479802,53604,73889,155323,333143,5,263292,519879,14626,858.53788,407836,67,83.03,75.02,100.05,NA
2020-2021,May,31,UTTAR PRADESH,3144,PRATAPGARH,985548,96.6616979642894,18,49,1696.546617834,1922,68,12923,1678775,794833,157442,2186,558,11.246,3330.525037834,88376,95102,264094,353298,0,478563,617039,14845,1622.73242,691029,43,66.62,74.33,100.55,NA
2020-2021,May,31,UTTAR PRADESH,3145,PRAYAGRAJ,948264,108.78004111381,16,199,2801.503032736,1650,45,19476,2001274,1033555,211895,853,182,12.28634,4990.776052736,118940,145290,259029,417445,1,446907,670235,21126,2176.98668,751782,41,78.22,79.49,100.87,NA
2020-2021,May,31,UTTAR PRADESH,3147,GONDA,1091357,79.7106188988122,19,78,1991.769347199,1298,280,21183,1374425,326871,58458,2128,568,14.8975,3102.229520999,70458,74495,221584,270704,1,380923,452840,22481,1095.5626738,434705,36,62.98,61.31,99.92,NA
2020-2021,May,31,UTTAR PRADESH,3156,MAU,829089,97.8065750740308,19,312,3225.059009107,489,18,8053,1828968,546747,75372,12039,1649,2.576,5016.485969107,94675,103963,189224,255714,6,293150,379461,8542,1788.85096,819883,32,79.19,84.56,100.02,NA
2020-2021,May,31,UTTAR PRADESH,3169,AURAIYA,284898,113.094675163352,12,47,320.187990759,122,13,7489,458061,212961,57770,2422,565,1.792,840.022590759,35798,39274,84092,122689,0,146615,201964,7611,518.0426,101486,30,55,83.82,100.79,NA
2020-2021,May,31,UTTAR PRADESH,3170,KAUSHAMBI,364299,99.8475544001805,16,80,1020.423437523,277,47,13822,726652,384693,100608,283,93,2.796,1748.763688523,43783,54278,105362,190560,0,238998,377640,14099,725.544251,305110,65,76.53,71.28,99.8,NA
2020-2021,May,31,UTTAR PRADESH,3172,KUSHI NAGAR,985667,124.603232541522,16,222,2786.626289848,590,20,30831,1434475,436429,105439,2110,513,17.842,4591.870509848,84890,95565,224589,347035,0,459750,644117,31421,1787.40222,459346,36,86.08,82.58,100.03,NA
2020-2021,May,31,UTTAR PRADESH,3177,CHITRAKOOT,519190,118.806375820527,19,57,1625.558929577,346,0,15372,1112547,532176,95926,271,31,1.344,2948.679699577,57490,84780,107284,214728,0,153687,288843,15718,1321.77677,486907,52,59.24,69.97,100.61,NA
2020-2021,May,31,UTTAR PRADESH,3180,KASHGANJ,314846,131.020233073801,14,109,1271.442509294,892,5,5208,613797,127952,27589,501,64,0.784,2076.424769294,41768,49836,76195,133699,3,143824,222321,6100,804.19826,167117,23,75.93,92.18,100.02,NA
2020-2021,Feb,31,UTTAR PRADESH,3145,PRAYAGRAJ,9480586,192.560900221339,38,376,6747.008510207,11868,3,54261,8774331,4228081,221573,4735,252,486.0704,24129.009672207,230143,294097,283599,449197,10917,545994,793577,66129,16895.930762,3288617,69,56.81,54.57,102.81,NA
2020-2021,Feb,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,10852729,191.280116708577,45,211,12845.362894535,6073,0,30612,11535399,2255154,84767,15699,444,619.597,35529.884564535,252191,281770,318616,411517,17263,487328,607330,36685,22064.92467,5594693,49,60.3,52.32,100.71,NA
2020-2021,Feb,31,UTTAR PRADESH,3156,MAU,5666720,192.866806508519,39,456,3450.194091314,4747,2,18497,5960066,1693067,77396,41005,1680,308.0485,15253.231551314,152700,174085,194787,261723,7048,312958,401722,23244,11494.98896,2644664,65,73.48,71.86,102.69,NA
2020-2021,Feb,31,UTTAR PRADESH,3157,AZAMGARH,9769879,192.037243741626,36,350,8027.45850682801,16153,0,35543,10023770,3927178,169011,25318,865,599.47198,27876.302113828,273099,298760,348523,428666,9788,664950,780054,51696,19249.371627,4002245,57,63.06,55,102.36,NA
2020-2021,Feb,31,UTTAR PRADESH,3163,SONBHADRA,5935789,192.489224325519,39,387,4188.738019134,9236,1,24425,6536247,1886818,154433,2010063,148859,240.30536,17010.614529434,166987,245176,208217,491275,9338,387941,826210,33661,12581.5711503,3121181,66,58.7,55.19,101.08,NA
2020-2021,Feb,31,UTTAR PRADESH,3165,BAGHPAT,107406,189.585644300586,35,10,11.6325461,151,0,1104,137172,43245,2858,154,11,5.86979,277.5607561,3868,4518,6413,9222,144,34877,47826,1255,260.05842,34360,12,36.88,75.7,117.16,NA
2020-2021,Feb,31,UTTAR PRADESH,3166,HATHRAS,2090543,194.26404738495,32,57,337.651075179,1687,0,4868,1760559,523948,25470,1900,88,162.13127,3919.915515179,54578,64937,60212,89256,2780,97170,135573,6555,3420.13317,245398,24,79.27,81.03,101.4,NA
2020-2021,Feb,31,UTTAR PRADESH,3168,KANNAUJ,2733169,191.803577661173,36,232,1148.694279089,6976,0,18625,3045621,1020368,58801,939,67,141.35444,7131.658759089,83675,99108,105752,155972,5280,187164,252584,25601,5841.61004,552109,50,70.68,71.57,106.32,NA
2020-2021,Feb,31,UTTAR PRADESH,3179,MAHOBA,1961435,194.556073313663,41,58,655.252425924999,2542,1,11964,2048404,603284,50955,2761,231,97.1462,4737.693013925,48847,83509,62609,169511,4426,120111,293322,14506,3985.294388,775078,64,83.92,75.35,102.71,NA
2020-2021,Feb,31,UTTAR PRADESH,3182,HAPUR,247071,186.99115981673,32,17,2.8213,828,0,737,235063,100147,4732,16,6,1.4,443.76833,7232,7935,10659,12033,295,17940,20264,1565,439.54703,75405,41,50.28,76.31,100.31,NA
2020-2021,Feb,31,UTTAR PRADESH,3110,MORADABAD,3193658,191.332537002833,38,228,874.309182864001,2800,62,12598,3589590,814418,40329,2867,100,157.59715,7899.959947864,92042,110695,115949,175603,6516,208366,291327,15398,6868.053615,954692,45,72.05,69.89,101.77,NA
2020-2021,Feb,31,UTTAR PRADESH,3116,GHAZIABAD,0,197.670180722892,17,0,0.2434613,5,161,14,1992,189,33,0,0,0,4.1810513,111,112,158,269,0,17895,26183,19,3.93759,505,21,69.12,85.94,100,NA
2020-2021,Feb,31,UTTAR PRADESH,3125,BAREILLY,4134347,194.400849892216,27,636,2721.129010814,9497,0,17383,4660238,1028951,71495,2608,198,414.49959,12195.170879814,171393,213424,198482,311310,5465,320813,461006,26880,9059.542279,922601,40,60.7,60.8,101.74,NA
2020-2021,Feb,31,UTTAR PRADESH,3129,SITAPUR,13509451,190.929708851219,44,752,11366.382057417,24792,1,70857,13328718,5094201,332235,20946,1169,777.7683,37592.632828417,301575,401353,422628,800231,27569,803209,1326285,95649,25448.482471,3700387,76,61.33,52.41,103.01,NA
2020-2021,Feb,31,UTTAR PRADESH,3133,RAE BARELI,6997443,192.093681685499,37,279,3697.48478929,10936,0,43494,7064020,2389829,134866,20119,1169,491.19132,17758.21220229,188195,239049,232368,405232,9843,383950,603045,54430,13569.536093,2435961,55,56.06,58.86,100.29,NA
2020-2021,Feb,31,UTTAR PRADESH,3135,ETAWAH,4387764,192.401935647432,43,106,2218.95839354,7035,0,13975,4413872,1546596,60552,6666,226,153.34661,10864.68016854,101693,116031,117827,162264,7629,199806,257925,21010,8492.375165,901983,40,50.62,65.14,108.65,NA
2020-2021,Feb,31,UTTAR PRADESH,3136,KANPUR DEHAT,4430796,196.202474100642,40,301,1525.654465828,5324,1,16183,3969693,1416839,72754,22867,1242,219.00706,9533.297406028,98663,119785,118081,191598,4751,265618,388621,21507,7788.6358802,910154,50,66.56,74.45,103.3,NA
2020-2021,Feb,31,UTTAR PRADESH,3142,BANDA,5281723,194.597455670467,41,98,5730.06970378101,8304,0,27396,5004226,1333465,92479,3155,218,269.73476,15737.900935781,120770,181007,160727,340215,8323,284902,544443,35700,9738.096472,2124121,80,64.27,56.94,101.67,NA
2020-2021,Feb,31,UTTAR PRADESH,3143,FATEHPUR,6218833,193.345286911825,43,268,4713.614838743,9353,0,34277,6221685,2604901,117746,3082,120,370.94023,17113.889782743,143486,167325,190836,270282,9500,374742,490054,43630,12029.334714,2240460,61,68.51,69.96,100.7,NA
2020-2021,Feb,31,UTTAR PRADESH,3144,PRATAPGARH,8089769,191.459303586987,45,87,2711.909811267,6355,14,29874,9152586,4053039,160898,15546,611,424.44694,20659.834167067,202011,226819,279691,369599,18044,559433,704809,36229,17523.4774158,3894463,67,58.16,68.29,102.28,NA
2020-2021,Sep,31,UTTAR PRADESH,3109,BIJNOR,2542367,187.605271350812,18,333,1792.18689624201,1453,0,16140,2829787,1181491,128260,9332,756,91.41307,7192.42954624201,149994,185314,186361,294460,280,270768,401973,17593,5308.82958,723897,20,68.54,80.46,104.15,NA
2020-2021,Sep,31,UTTAR PRADESH,3111,RAMPUR,2152376,195.140593904121,23,212,2757.33162944701,1512,0,8782,1989311,422520,35574,3198,216,100.4128,6739.697729447,86277,94769,118078,156993,81,207183,263574,10294,3881.9533,355804,24,60.15,66.21,100.21,NA
2020-2021,Sep,31,UTTAR PRADESH,3115,MEERUT,880514,182.713892406343,45,52,285.046911194,405,3,3581,1038630,447195,16868,4366,123,5.683,2188.451211894,22589,25824,30891,38749,530,65149,78968,3986,1897.7213007,347539,33,47.4,81.39,103.07,NA
2020-2021,Sep,31,UTTAR PRADESH,3117,BULANDSHAHR,708500,179.125040239755,17,51,65.546836025,464,6,7385,742425,154875,15825,837,60,7.484,1402.899916025,42699,46248,55301,70309,43,144029,178707,7849,1329.86908,154496,9,81.74,91.16,116.29,NA
2020-2021,Sep,31,UTTAR PRADESH,3120,AGRA,2511312,186.317544325179,32,173,1196.857302421,1156,0,6704,2888990,935562,54489,21158,1190,80.83776,6660.390286221,88713,110282,111662,166623,599,206766,285524,7860,5382.6952238,835457,19,89.62,93.58,100.97,NA
2020-2021,Sep,31,UTTAR PRADESH,3126,PILIBHIT,2792521,193.327308032284,22,447,2957.409768704,3626,0,13530,2840699,528734,53336,7303,606,94.59018,8543.846854704,126099,153363,168918,273203,203,311626,448570,17156,5491.846906,487827,38,64.61,70.53,100.48,NA
2020-2021,Sep,31,UTTAR PRADESH,3135,ETAWAH,2577995,180.700614115796,33,96,1334.933937502,2666,0,14477,3123678,1110579,60371,4938,225,52.408,7031.847266502,91997,104132,116270,160839,1037,196291,254388,17143,5644.505329,615610,32,55.08,73.27,106.17,NA
2020-2021,Sep,31,UTTAR PRADESH,3137,KANPUR NAGAR,1274555,184.968954997246,28,139,302.715446282,797,0,8306,1503508,596122,56018,25093,2363,36.13638,3119.874862182,52374,63484,76773,137767,193,221453,332535,9103,2781.0230359,263651,28,61.94,78.13,102.02,NA
2020-2021,Sep,31,UTTAR PRADESH,3139,JHANSI,3573669,185.906286830287,47,253,2194.30789228801,3041,0,12177,3930359,1376431,91913,34748,2044,93.39992,9594.49228828801,82261,121822,125587,252360,4023,218031,418119,15218,7306.784476,1461151,44,74.71,70.61,101.16,NA
2020-2021,Sep,31,UTTAR PRADESH,3147,GONDA,5151001,189.930084036911,34,212,2642.770469765,5979,162,23854,4587389,1015564,60480,9715,581,244.39093,11599.993182565,131723,141661,231357,281454,833,400752,474538,29833,8712.8317828,1463309,40,68.58,66.44,100.68,NA
2020-2021,Sep,31,UTTAR PRADESH,3149,AYODHYA,3408439,189.298551346891,30,194,2219.019854837,4662,3,15550,3756800,1474294,105102,6365,473,134.05011,9464.637941837,125053,146945,171204,272643,561,277622,408792,20212,7111.567977,1413930,43,68.67,61.96,101.93,NA
2020-2021,Sep,31,UTTAR PRADESH,3152,MAHARAJGANJ,5925730,190.977325070125,30,755,4369.865980154,4381,0,11822,6568232,1522129,112986,30079,2958,163.87585,17077.575608154,215562,266545,287819,490876,1179,401552,647824,16203,12543.833778,2544445,46,65.88,71.17,100.04,NA
2020-2021,Sep,31,UTTAR PRADESH,3157,AZAMGARH,6474639,191.057897788611,28,332,5684.039517054,10425,0,23833,7051993,2843615,169106,17863,888,261.75208,19419.181175054,244294,265756,347450,427822,592,651226,766152,34258,13473.389578,2775919,43,74.72,76.61,101.42,NA
2020-2021,Sep,31,UTTAR PRADESH,3168,KANNAUJ,1614889,178.087047441716,27,194,1082.667199689,2659,0,15670,1963504,661759,58889,734,65,55.448,4634.861499689,70930,79923,105679,156403,384,183502,249037,18329,3496.7463,311957,36,75.3,80.16,105.08,NA
2020-2021,Sep,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1570025,192.6569256905,28,57,636.752037464,993,1,13232,1720601,694536,63027,6010,514,84.38221,4035.991237464,60838,78196,83821,150424,334,177116,289844,14225,3314.85699,681945,46,87.66,84.97,101.02,NA
2020-2021,Sep,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2809357,185.589547799861,24,99,2087.066208712,2750,1,12830,2782529,1091314,118720,5531,686,134.7967,7385.945897212,113115,130717,174806,285560,217,323392,481409,15580,5164.0829885,1017766,42,71.81,66.2,101.18,NA
2020-2021,July,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,474772,175.465563700427,25,22,295.15179101,1293,0,3361,557406,178398,14545,1133,95,1.792,1274.99937101,21914,23113,38306,45420,21,100955,121752,4654,978.05558,144363,12,67.96,87.25,101.84,NA
2020-2021,July,31,UTTAR PRADESH,3115,MEERUT,380846,157.630767819885,37,46,284.997911194,187,3,2722,705504,316549,16513,1855,103,5.683,1402.772283394,18760,21363,29407,37083,38,62426,75859,2909,1112.0913722,236978,23,44.59,87.1,102.1,NA
2020-2021,July,31,UTTAR PRADESH,3116,GHAZIABAD,0,194.575906576521,16,0,0.2358613,0,161,17,1627,151,33,0,0,0,3.4016113,99,100,158,269,0,17848,26114,17,3.16575,416,17,73.78,81.69,100,NA
2020-2021,July,31,UTTAR PRADESH,3135,ETAWAH,1300029,167.766966499788,26,85,1080.134200044,1108,0,14795,2178434,792565,60006,3880,225,38.128,4772.954839044,81628,91477,114523,158934,118,191924,249536,15903,3654.692639,420015,32,62.47,84.51,102.5,NA
2020-2021,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,1558974,185.39353020073,26,243,1086.707633186,801,1,15041,2236734,805735,72515,13442,1249,38.252,5271.719756986,83466,99642,116059,190106,93,257609,380236,15842,4146.7601238,505868,39,74.72,87.22,101.94,NA
2020-2021,July,31,UTTAR PRADESH,3141,HAMIRPUR,2131142,182.096798171376,35,113,1656.797748238,1571,0,12955,2705860,629217,59908,1211,116,38.572,6622.654171238,76081,114441,120370,232546,767,200370,369755,14526,4927.284423,1105794,45,72.93,92.34,100.71,NA
2020-2021,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,4891842,190.563483952745,26,725,4286.324543722,2648,0,12444,5435665,1269903,112791,26328,2946,54.27793,14698.995073722,204392,251758,286168,488866,321,397735,643016,15092,10358.3926,2136587,46,76.55,83.33,100,NA
2020-2021,July,31,UTTAR PRADESH,3153,BASTI,5482786,186.904182852512,30,217,6009.75625622,6752,12,28345,6238733,1407371,105561,3105,235,54.06,17724.26919022,207470,241388,312828,452469,200,484554,672401,35097,11660.452934,2696508,37,91.82,91.49,100.3,NA
2020-2021,July,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,9086,159.692709399959,16,0,0,0,101,177,9766,3821,625,86,19,0,15.59559,588,663,1407,1805,0,16653,19206,177,15.59559,1707,12,6.05,64.95,108.69,NA
2020-2021,July,31,UTTAR PRADESH,3169,AURAIYA,1118362,177.097105402574,22,75,453.16017063,375,0,7661,1343952,617402,59482,6589,586,15.412,2848.67226063,59727,67438,88883,128160,27,154282,210675,8036,2380.10009,300230,30,59.89,90.24,104.77,NA
2020-2021,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,3869221,194.735276689437,22,315,3443.116973923,6101,1,27381,2914477,841405,105775,4282,516,90.798,9209.429823923,128930,148294,230000,353268,31,469024,654674,33482,5675.51485,915217,35,82.68,83.71,101,NA
2020-2021,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2366071,184.124762254721,21,91,1978.438612128,2491,1,11677,2209781,890028,118416,4186,684,24.31654,6071.509164728,103975,118942,172885,283271,42,312918,469693,14168,4068.7540126,834243,40,89.3,87.98,100.87,NA
2020-2021,Dec,31,UTTAR PRADESH,3109,BIJNOR,3655281,192.12981152654,23,354,2027.81945851201,3128,0,17710,3711504,1531082,129006,11017,769,222.27411,9380.99920851201,159203,198769,188369,296770,1507,274865,406767,20838,7130.90564,943677,24,65.37,69.01,104.51,NA
2020-2021,Dec,31,UTTAR PRADESH,3110,MORADABAD,2528599,189.971262011146,35,210,763.411992864001,2434,63,9114,3126367,711404,40325,2590,100,120.29608,6822.906917864,87616,103850,115744,175425,3557,207605,290573,11548,5939.198845,809505,30,78.26,79.01,101.75,NA
2020-2021,Dec,31,UTTAR PRADESH,3112,SAHARANPUR,1938582,192.56582790738,25,173,413.815203075,1364,0,13395,2076440,936998,70994,4521,315,133.47742,4545.806500075,80516,97788,99730,149528,864,156557,220472,14759,3998.513877,676046,27,69.77,79.78,100.56,NA
2020-2021,Dec,31,UTTAR PRADESH,3131,UNNAO,4339596,196.450237052836,40,269,3602.878259122,12780,1,17596,5609298,1863641,96599,9485,608,346.69591,14969.053387122,137950,158673,196114,277000,6931,434587,558962,30376,11019.479218,1420796,53,68.09,67.85,100.24,NA
2020-2021,Dec,31,UTTAR PRADESH,3145,PRAYAGRAJ,7386575,192.489683477191,35,347,6590.508381207,9803,3,40926,7660459,3670918,221358,3862,250,416.39562,21752.497283207,214214,273536,283058,448620,3790,541489,788172,50729,14745.593282,2777916,62,57.17,57.79,102.48,NA
2020-2021,Dec,31,UTTAR PRADESH,3158,JAUNPUR,7256373,191.615155362172,45,278,6833.44561464699,15013,4,35501,9406730,3385268,136575,37574,1749,473.02077,25331.186688647,207843,220268,290179,349241,6416,604841,707622,50514,18024.720304,3930036,44,63.04,57.15,100.15,NA
2020-2021,Dec,31,UTTAR PRADESH,3163,SONBHADRA,4776328,193.262131435657,35,357,3901.239209134,8416,1,20863,5483337,1600062,154418,1657607,148762,189.66801,14688.121179134,155804,225970,208036,491126,4110,387236,825280,29279,10597.21396,2609885,61,56.91,55.02,100.87,NA
2020-2021,Dec,31,UTTAR PRADESH,3165,BAGHPAT,90977,184.828476596656,31,9,9.7427461,135,0,1092,112078,36470,2860,114,11,4.13379,221.0285961,3609,4179,6390,9199,21,34825,47773,1227,207.15206,28035,11,38.65,74.67,115.08,NA
2020-2021,Dec,31,UTTAR PRADESH,3171,CHANDAULI,5614759,194.793395852143,41,367,4766.454197744,6943,1,19329,4879918,1445383,96484,22020,1355,236.58176,14508.793944744,118287,169782,144317,292824,4614,276510,500758,26272,9505.757987,1579531,48,60.69,49.76,101.62,NA
2020-2021,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,5434371,188.757251167974,35,362,5009.479927137,13503,1,30328,5560056,1558056,105807,8260,521,327.59349,15832.082286137,157454,184750,232166,355627,2891,478580,664898,43831,10495.008869,1716747,40,67.83,58.98,104.27,NA
2020-2021,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,2336970,192.200115145286,32,60,636.752037464,1754,1,16561,2119062,837089,63585,7997,515,166.96599,4876.557631464,64965,83995,85040,151799,1325,184441,297894,18315,4072.839604,836961,57,83.87,79.59,102.68,NA
2020-2021,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,5739793,190.933394662545,41,154,8112.58543367599,8634,2,11684,6230310,1915758,103339,11405,589,236.15143,20244.479244676,150445,186345,199901,319914,3110,374120,547051,20318,11895.742381,2679520,51,63.55,51.82,102.5,NA
2020-2021,Dec,31,UTTAR PRADESH,3177,CHITRAKOOT,4317642,195.953601985959,43,96,2714.150783397,4386,0,16900,4045199,1738096,97588,797,36,136.22184,10777.085771397,92933,144892,112951,223249,6518,165000,305013,21286,7926.713148,1712509,56,51.12,57.79,101.06,NA
2020-2021,Dec,31,UTTAR PRADESH,3180,KASHGANJ,2561821,193.92196049697,39,195,2814.023850954,4770,0,5607,2711792,515044,28504,1663,70,143.40678,8216.190841954,68825,86964,81932,140273,3231,151916,231628,10377,5258.760211,734228,21,67.27,73.13,101.54,NA
2020-2021,Dec,31,UTTAR PRADESH,3181,AMETHI,5201010,192.857614507644,43,131,3151.85710868399,8427,0,27050,5035690,1380085,72123,14337,759,222.12092,13085.689636684,114732,152618,158205,255996,3460,296050,432106,35477,9711.711608,1668107,56,56.78,58.65,104.9,NA
2020-2021,Dec,31,UTTAR PRADESH,3182,HAPUR,210063,198.491784411447,29,17,1.9321,709,0,742,194630,85305,4644,16,6,0.56,388.81666,6601,7255,10457,11818,70,17543,19843,1451,386.32456,61111,38,49.03,78.12,100.27,NA
2020-2021,Dec,31,UTTAR PRADESH,3183,SHAMLI,329297,187.99500058399,36,7,45.842878925,335,0,3286,436651,65399,3709,262,34,13.57504,880.299968925,12094,13171,22825,27457,197,51378,60644,3621,820.88205,97332,19,61.15,80.28,103.13,NA
